symbol,isin,company_name,category,label_source,reasoning
LXCHEM,INE576O01020,LAXMI ORGANIC INDUSTRIES LTD,Owner,rev1_ai_judge,
MANAPPURAM,INE522D01027,MANAPPURAM FINANCE LTD,Owner,rev1_ai_judge,
MANINFRA,INE949H01023,MAN INFRACONSTRUCTION LTD,Owner,rev1_ai_judge,
MANKIND,INE634S01028,MANKIND PHARMA LTD,Owner,rev1_ai_judge,
MANORAMA,INE00VM01036,Manorama Industries Limited,Owner,machine_inferred,
MANYAVAR,INE825V01034,VEDANT FASHIONS LTD,Owner,rev1_ai_judge,
MAPMYINDIA,INE0BV301023,CE INFO SYSTEMS LTD,Owner,rev1_ai_judge,
MARICO,INE196A01026,MARICO LTD,Owner,rev1_ai_judge,
MARKSANS,INE750C01026,MARKSANS PHARMA LTD,Owner,rev1_ai_judge,
MASTEK,INE759A01021,MASTEK LTD,Owner,rev1_ai_judge,
MAXHEALTH,INE027H01010,MAX HEALTHCARE INSTITUTE LTD,Owner,rev1_ai_judge,
MEDPLUS,INE804L01022,MEDPLUS HEALTH SERVICES LTD,Owner,rev1_ai_judge,
MEESHO,INE0VDM01015,Meesho Limited,Owner,machine_inferred,
METROBRAND,INE317I01021,METRO BRANDS LTD,Owner,rev1_ai_judge,
MFSL,INE180A01020,MAX FINANCIAL SERVICES LTD,Owner,rev1_ai_judge,
MINDACORP,INE842C01021,MINDA CORP LTD,Owner,rev1_ai_judge,
MOTHERSON,INE775A01035,SAMVARDHANA MOTHERSON INTERN,Owner,rev1_ai_judge,
MOTILALOFS,INE338I01027,MOTILAL OSWAL FINANCIAL SERV,Owner,rev1_ai_judge,
MRF,INE883A01011,MRF LTD,Owner,rev1_ai_judge,
MSUMI,INE0FS801015,MOTHERSON SUMI WIRING INDIA,Owner,rev1_ai_judge,
MTARTECH,INE864I01014,MTAR TECHNOLOGIES LTD,Owner,rev1_ai_judge,
MUTHOOTFIN,INE414G01012,MUTHOOT FINANCE LTD,Owner,rev1_ai_judge,
NATCOPHARM,INE987B01026,NATCO PHARMA LTD,Owner,rev1_ai_judge,
NAUKRI,INE663F01032,INFO EDGE INDIA LTD,Owner,rev1_ai_judge,
NAVA,INE725A01030,NAVA LTD,Owner,rev1_ai_judge,
NAVINFLUOR,INE048G01026,NAVIN FLUORINE INTERNATIONAL,Owner,rev1_ai_judge,
NAZARA,INE418L01047,NAZARA TECHNOLOGIES LTD,Owner,rev1_ai_judge,
NCC,INE868B01028,NCC LTD,Owner,rev1_ai_judge,
NEOGEN,INE136S01016,Neogen Chemicals Limited,Owner,machine_inferred,
NESCO,INE317F01035,Nesco Limited,Owner,machine_inferred,
NEULANDLAB,INE794A01010,Neuland Laboratories Limited,Owner,machine_inferred,
NEWGEN,INE619B01017,Newgen Software Technologies Limited,Owner,machine_inferred,
NH,INE410P01011,NARAYANA HRUDAYALAYA LTD,Owner,rev1_ai_judge,
NOCIL,INE163A01018,NOCIL LTD,Owner,rev1_ai_judge,
NRBBEARING,INE349A01021,NRB BEARINGS LTD,Owner,rev1_ai_judge,
NTPCGREEN,INE0ONG01011,NTPC Green Energy Limited,Owner,machine_inferred,
NYKAA,INE388Y01029,FSN E-COMMERCE VENTURES LTD,Owner,rev1_ai_judge,
OBEROIRLTY,INE093I01010,OBEROI REALTY LTD,Owner,rev1_ai_judge,
OLAELEC,INE0LXG01040,Ola Electric Mobility Limited,Owner,machine_inferred,
OLECTRA,INE260D01016,OLECTRA GREENTECH LTD,Owner,rev1_ai_judge,
OMAXE,INE800H01010,OMAXE LTD,Owner,rev1_ai_judge,
ONESOURCE,INE013P01021,Onesource Specialty Pharma Limited,Owner,ai_judge_z5,Arun Kumar Pillai (Strides Pharma 創業者) が family office を通じて支配。彼の Tenshi グループが promoter で、Strides Pharma からのスピンオフとして設立。CEO は Neeraj Sharma だが、Arun Kumar が Executive Chairperson として戦略主導。創業家主導の owner-led。
OPTIEMUS,INE350C01017,Optiemus Infracom Limited,Owner,machine_inferred,
ORIENTCEM,INE876N01018,ORIENT CEMENT LTD,Owner,rev1_ai_judge,
OSWALPUMPS,INE0BYP01024,Oswal Pumps Limited,Owner,machine_inferred,
PAGEIND,INE761H01022,PAGE INDUSTRIES LTD,Owner,rev1_ai_judge,
PARADEEP,INE088F01024,PARADEEP PHOSPHATES LTD,Owner,rev1_ai_judge,
PARAGMILK,INE883N01014,PARAG MILK FOODS LTD,Owner,rev1_ai_judge,
PARAS,INE045601023,PARAS DEFENCE & SPACE TECHNO,Owner,rev1_ai_judge,
PATELENG,INE244B01030,PATEL ENGINEERING LTD,Owner,rev1_ai_judge,
PCJEWELLER,INE785M01021,PC Jeweller Limited,Owner,machine_inferred,
PDSL,INE111Q01021,PDS LTD,Owner,rev1_ai_judge,
PERSISTENT,INE262H01021,PERSISTENT SYSTEMS LTD,Owner,rev1_ai_judge,
PFOCUS,INE367G01038,Prime Focus Limited,Owner,machine_inferred,
PGIL,INE940H01022,Pearl Global Industries Limited,Owner,machine_inferred,
PHOENIXLTD,INE211B01039,PHOENIX MILLS LTD,Owner,rev1_ai_judge,
PICCADIL,INE546C01010,Piccadily Agro Industries Limited,Owner,machine_inferred,
PIDILITIND,INE318A01026,PIDILITE INDUSTRIES LTD,Owner,rev1_ai_judge,
PIIND,INE603J01030,PI INDUSTRIES LTD,Owner,rev1_ai_judge,
PIRAMALFIN,INE202B01038,Piramal Finance Limited,Owner,machine_inferred,
PNCINFRA,INE195J01029,PNC INFRATECH LTD,Owner,rev1_ai_judge,
PNGJL,INE953R01016,P N Gadgil Jewellers Limited,Owner,machine_inferred,
POLYCAB,INE455K01017,POLYCAB INDIA LTD,Owner,rev1_ai_judge,
POLYMED,INE205C01021,POLY MEDICURE LTD,Owner,rev1_ai_judge,
POWERMECH,INE211R01019,Power Mech Projects Limited,Owner,machine_inferred,
PPLPHARMA,INE0DK501011,PIRAMAL PHARMA LTD,Owner,rev1_ai_judge,
PRAJIND,INE074A01025,PRAJ INDUSTRIES LTD,Owner,rev1_ai_judge,
PRAKASH,INE603A01013,PRAKASH INDUSTRIES LTD,Owner,rev1_ai_judge,
PREMIERENE,INE0BS701011,Premier Energies Limited,Owner,machine_inferred,
PRESTIGE,INE811K01011,PRESTIGE ESTATES PROJECTS,Owner,rev1_ai_judge,
PRICOLLTD,INE726V01018,Pricol Limited,Owner,machine_inferred,
PRIVISCL,INE959A01019,Privi Speciality Chemicals Limited,Owner,machine_inferred,
PRSMJOHNSN,INE010A01011,Prism Johnson Limited,Owner,machine_inferred,
PRUDENT,INE00F201020,PRUDENT CORPORATE ADVISORY S,Owner,rev1_ai_judge,
PTCIL,INE596F01018,PTC Industries Limited,Owner,machine_inferred,
PURVA,INE323I01011,Puravankara Limited,Owner,machine_inferred,
PVRINOX,INE191H01014,PVR INOX LTD,Owner,rev1_ai_judge,
PWL,INE0LP301011,Physicswallah Limited,Owner,machine_inferred,
QPOWER,INE0SII01026,Quality Power Electrical Equipments Limited,Owner,machine_inferred,
QUESS,INE615P01015,QUESS CORP LTD,Owner,rev1_ai_judge,
RADICO,INE944F01028,RADICO KHAITAN LTD,Owner,rev1_ai_judge,
RAIN,INE855B01025,RAIN INDUSTRIES LTD,Owner,rev1_ai_judge,
RAINBOW,INE961O01016,RAINBOW CHILDREN'S MEDICARE,Owner,rev1_ai_judge,
RAJESHEXPO,INE343B01030,RAJESH EXPORTS LTD,Owner,rev1_ai_judge,
RAMCOCEM,INE331A01037,RAMCO CEMENTS LTD/THE,Owner,rev1_ai_judge,
RATEGAIN,INE0CLI01024,RATEGAIN TRAVEL TECHNOLOGIES,Owner,rev1_ai_judge,
RATNAMANI,INE703B01027,RATNAMANI METALS & TUBES LTD,Owner,rev1_ai_judge,
RAYMOND,INE301A01014,RAYMOND LTD,Owner,rev1_ai_judge,
RAYMONDLSL,INE02ID01020,Raymond Lifestyle Limited,Owner,machine_inferred,
REDTAPE,INE0LXT01019,Redtape Limited,Owner,machine_inferred,
RELAXO,INE131B01039,Relaxo Footwears Limited,Owner,machine_inferred,
RESPONIND,INE688D01026,RESPONSIVE INDUSTRIES LTD,Owner,rev1_ai_judge,
RKFORGE,INE399G01023,RAMKRISHNA FORGINGS LTD,Owner,rev1_ai_judge,
ROLEXRINGS,INE645S01024,ROLEX RINGS LTD,Owner,rev1_ai_judge,
RRKABEL,INE777K01022,R R Kabel Limited,Owner,machine_inferred,
RTNINDIA,INE834M01019,RATTANINDIA ENTERPRISES LTD,Owner,rev1_ai_judge,
RTNPOWER,INE399K01017,RATTANINDIA POWER LTD,Owner,rev1_ai_judge,
RUBICON,INE506V01022,Rubicon Research Limited,Owner,machine_inferred,
RUSTOMJEE,INE263M01029,KEYSTONE REALTORS LTD,Owner,rev1_ai_judge,
SAATVIKGL,INE13B501022,Saatvik Green Energy Limited,Owner,machine_inferred,
SAFARI,INE429E01023,SAFARI INDUSTRIES INDIA LTD,Owner,rev1_ai_judge,
SAILIFE,INE570L01029,Sai Life Sciences Limited,Owner,machine_inferred,
SANDUMA,INE149K01016,Sandur Manganese & Iron Ores Limited,Owner,ai_judge_z5,Ghorpade ファミリー（旧 Princely State of Sandur 王家）の3世代経営。S.Y. Ghorpade が Chairman Emeritus、孫 Bahirji A. Ghorpade が MD（2020年-）。1954年創業の典型的 family-owned conglomerate。
SANSERA,INE953O01021,SANSERA ENGINEERING LTD,Owner,rev1_ai_judge,
SARDAEN,INE385C01021,Sarda Energy & Minerals Limited,Owner,machine_inferred,
SENCO,INE602W01027,SENCO GOLD LTD,Owner,rev1_ai_judge,
SFL,INE916U01025,Sheela Foam Limited,Owner,machine_inferred,
SHAILY,INE151G01028,Shaily Engineering Plastics Limited,Owner,machine_inferred,
SHAKTIPUMP,INE908D01010,Shakti Pumps (India) Limited,Owner,machine_inferred,
SHALBY,INE597J01018,SHALBY LTD,Owner,rev1_ai_judge,
SHARDACROP,INE221J01015,Sharda Cropchem Limited,Owner,machine_inferred,
SHILPAMED,INE790G01031,Shilpa Medicare Limited,Owner,machine_inferred,
SHREECEM,INE070A01015,SHREE CEMENT LTD,Owner,rev1_ai_judge,
SHRIPISTON,INE526E01018,Shriram Pistons & Rings Limited,Owner,machine_inferred,
SHYAMMETL,INE810G01011,SHYAM METALICS & ENERGY LTD,Owner,rev1_ai_judge,
SKIPPER,INE439E01022,Skipper Limited,Owner,machine_inferred,
SKYGOLD,INE01IU01018,SKY GOLD AND DIAMONDS LIMITED,Owner,machine_inferred,
SMARTWORKS,INE0NAZ01010,Smartworks Coworking Spaces Limited,Owner,machine_inferred,
SOBHA,INE671H01015,SOBHA LTD,Owner,rev1_ai_judge,
SOLARA,INE624Z01016,SOLARA ACTIVE PHARMA SCIENCE,Owner,rev1_ai_judge,
SOLARINDS,INE343H01029,SOLAR INDUSTRIES INDIA LTD,Owner,rev1_ai_judge,
SONACOMS,INE073K01018,SONA BLW PRECISION FORGINGS,Owner,rev1_ai_judge,
SONATSOFTW,INE269A01021,SONATA SOFTWARE LTD,Owner,rev1_ai_judge,
SPARC,INE232I01014,SUN PHARMA ADVANCED RESEARCH,Owner,rev1_ai_judge,
SPLPETRO,INE663A01033,Supreme Petrochem Limited,Owner,machine_inferred,
SRF,INE647A01010,SRF LTD,Owner,rev1_ai_judge,
SSWL,INE802C01033,STEEL STRIPS WHEELS LTD,Owner,rev1_ai_judge,
STAR,INE939A01011,STRIDES PHARMA SCIENCE LTD,Owner,rev1_ai_judge,
STARCEMENT,INE460H01021,Star Cement Limited,Owner,machine_inferred,
STARHEALTH,INE575P01011,STAR HEALTH & ALLIED INSURAN,Professional,rev1_ai_judge,
STYL,INE04VU01023,Seshaasai Technologies Limited,Owner,machine_inferred,
SUBROS,INE287B01021,Subros Limited,Owner,machine_inferred,
SUDEEPPHRM,INE0QPI01025,Sudeep Pharma Limited,Owner,machine_inferred,
SULA,INE142Q01026,SULA VINEYARDS LTD,Owner,rev1_ai_judge,
SUNDARMFIN,INE660A01013,SUNDARAM FINANCE LTD,Owner,rev1_ai_judge,
SUNPHARMA,INE044A01036,SUN PHARMACEUTICAL INDUS,Owner,rev1_ai_judge,
SUNTECK,INE805D01034,SUNTECK REALTY LTD,Owner,rev1_ai_judge,
SUNTV,INE424H01027,SUN TV NETWORK LTD,Owner,rev1_ai_judge,
SUPREMEIND,INE195A01028,SUPREME INDUSTRIES LTD,Owner,rev1_ai_judge,
SUPRIYA,INE07RO01027,Supriya Lifescience Limited,Owner,machine_inferred,
SURYAROSNI,INE335A01020,SURYA ROSHNI LTD,Owner,rev1_ai_judge,
SURYODAY,INE428Q01011,SURYODAY SMALL FINANCE BANK,Owner,rev1_ai_judge,
SUVEN,INE495B01038,SUVEN LIFE SCIENCES LTD,Owner,rev1_ai_judge,
SUZLON,INE040H01021,SUZLON ENERGY LTD,Owner,rev1_ai_judge,
SWANCORP,INE665A01038,SWAN CORP LTD,Owner,rev1_ai_judge,
SWSOLAR,INE00M201021,STERLING AND WILSON RENEWABL,Owner,rev1_ai_judge,
SYNGENE,INE398R01022,SYNGENE INTERNATIONAL LTD,Owner,rev1_ai_judge,
SYRMA,INE0DYJ01015,SYRMA SGS TECHNOLOGY LTD,Owner,rev1_ai_judge,
TANLA,INE483C01032,TANLA PLATFORMS LTD,Owner,rev1_ai_judge,
TARC,INE0EK901012,TARC Limited,Owner,machine_inferred,
TARIL,INE763I01026,Transformers And Rectifiers (India) Limited,Owner,machine_inferred,
TARSONS,INE144Z01023,TARSONS PRODUCTS LTD,Owner,rev1_ai_judge,
TATVA,INE0GK401011,TATVA CHINTAN PHARMA CHEM LT,Owner,rev1_ai_judge,
TBOTEK,INE673O01025,TBO Tek Limited,Owner,machine_inferred,
TCIEXP,INE586V01016,TCI EXPRESS LTD,Owner,rev1_ai_judge,
TDPOWERSYS,INE419M01027,TD Power Systems Limited,Owner,machine_inferred,
TECHNOE,INE285K01026,TECHNO ELECTRIC & ENGINEERIN,Owner,rev1_ai_judge,
TEGA,INE011K01018,TEGA INDUSTRIES LTD,Owner,rev1_ai_judge,
TEXRAIL,INE621L01012,TEXMACO RAIL & ENGINEERING L,Owner,rev1_ai_judge,
THANGAMAYL,INE085J01014,Thangamayil Jewellery Limited,Owner,machine_inferred,
THERMAX,INE152A01029,THERMAX LTD,Owner,rev1_ai_judge,
TI,INE133E01013,Tilaknagar Industries Limited,Owner,machine_inferred,
TICL,INE388G01026,TWAMEV CONSTRUCTION AND INFR,Owner,rev1_ai_judge,
TIINDIA,INE974X01010,TUBE INVESTMENTS OF INDIA LT,Owner,rev1_ai_judge,
TIMETECHNO,INE508G01029,TIME TECHNOPLAST LTD,Owner,rev1_ai_judge,
TIPSMUSIC,INE716B01029,Tips Music Limited,Owner,machine_inferred,
TITAGARH,INE615H01020,TITAGARH RAIL SYSTEM LTD,Owner,rev1_ai_judge,
TORNTPHARM,INE685A01028,TORRENT PHARMACEUTICALS LTD,Owner,rev1_ai_judge,
TORNTPOWER,INE813H01021,TORRENT POWER LTD,Owner,rev1_ai_judge,
TRANSRAILL,INE454P01035,Transrail Lighting Limited,Owner,ai_judge_z5,創業者 Digambar C. Bagde が2025年に Chairman & Executive Director に就任、Bagde 家と Verma/Koul 家が promoter group。CEO は雇用経営者 Randeep Narang だが、創業者が会長として戦略主導。promoter 71% で家族主導。owner-led だが日常経営はプロ CEO との混合形態。
TRAVELFOOD,INE103V01028,Travel Food Services Limited,Owner,machine_inferred,
TRITURBINE,INE152M01016,TRIVENI TURBINE LTD,Owner,rev1_ai_judge,
TRIVENI,INE256C01024,TRIVENI ENGINEERING & INDUS,Owner,rev1_ai_judge,
TSFINV,INE202Z01029,TSF INVESTMENTS LIMITED,Owner,machine_inferred,
TTKPRESTIG,INE690A01028,TTK PRESTIGE LTD,Owner,rev1_ai_judge,
TVSMOTOR,INE494B01023,TVS MOTOR CO LTD,Owner,rev1_ai_judge,
TVSSCS,INE395N01027,TVS SUPPLY CHAIN SOLUTIONS L,Owner,rev1_ai_judge,
UFLEX,INE516A01017,UFLEX LTD,Owner,rev1_ai_judge,
UNIPARTS,INE244O01017,UNIPARTS INDIA LTD,Owner,rev1_ai_judge,
UNOMINDA,INE405E01023,UNO MINDA LTD,Owner,rev1_ai_judge,
UPL,INE628A01036,UPL LTD,Owner,rev1_ai_judge,
URBANCO,INE0CAZ01013,Urban Company Limited,Owner,machine_inferred,
USHAMART,INE228A01035,USHA MARTIN LTD,Owner,rev1_ai_judge,
UTLSOLAR,INE12UR01024,Fujiyama Power Systems Limited,Owner,machine_inferred,
V2RETAIL,INE945H01021,V2 Retail Limited,Owner,machine_inferred,
VAIBHAVGBL,INE884A01027,VAIBHAV GLOBAL LTD,Owner,rev1_ai_judge,
VAKRANGEE,INE051B01021,VAKRANGEE LTD,Owner,rev1_ai_judge,
VARROC,INE665L01035,VARROC ENGINEERING LTD,Owner,rev1_ai_judge,
VENKEYS,INE398A01010,VENKY'S (INDIA) LTD,Owner,rev1_ai_judge,
VENUSPIPES,INE0JA001018,VENUS PIPES & TUBES LTD,Owner,rev1_ai_judge,
VGUARD,INE951I01027,V-GUARD INDUSTRIES LTD,Owner,rev1_ai_judge,
VIJAYA,INE043W01024,VIJAYA DIAGNOSTIC CENTRE PVT,Owner,rev1_ai_judge,
VINATIORGA,INE410B01037,VINATI ORGANICS LTD,Owner,rev1_ai_judge,
VIPIND,INE054A01027,V.I.P. INDUSTRIES LTD,Owner,rev1_ai_judge,
VMART,INE665J01013,V-Mart Retail Limited,Owner,machine_inferred,
VOLTAMP,INE540H01012,VOLTAMP TRANSFORMERS LTD,Owner,rev1_ai_judge,
VRLLOG,INE366I01010,VRL LOGISTICS LTD,Owner,rev1_ai_judge,
VTL,INE825A01020,Vardhman Textiles Limited,Owner,ai_judge_z5,Oswal/Jain ファミリー支配。S.P. Oswal (Padma Bhushan受賞者) が Chairman & MD、娘 Suchita Oswal Jain が Vice Chairman & Joint MD、義理息子 Sachit Jain が Executive Director。promoter 65% で 3世代の典型的 family business。
WAAREEENER,INE377N01017,WAAREE ENERGIES LTD,Owner,rev1_ai_judge,
WABAG,INE956G01038,VA Tech Wabag Limited,Professional,ai_judge_z5,2005年に Rajiv Mittal が ICICI Venture と組んで管理職買収 (MBO) で独立した雇用経営者主導企業。Mittal は創業家ではなく、元従業員から経営者に転身。Promoter は MBO 参加者 Mittal と Varadarajan の2名のみで 19% と低位、典型的 management-led professional 企業。
WAKEFIT,INE0E7301029,Wakefit Innovations Limited,Owner,machine_inferred,
WEBELSOLAR,INE855C01023,Websol Energy System Limited,Owner,machine_inferred,
WESTLIFE,INE274F01020,WESTLIFE FOODWORLD LTD,Owner,rev1_ai_judge,
WEWORK,INE085001019,WeWork India Management Limited,Owner,machine_inferred,
WIPRO,INE075A01022,WIPRO LTD,Owner,rev1_ai_judge,
WOCKPHARMA,INE049B01025,WOCKHARDT LTD,Owner,rev1_ai_judge,
WSTCSTPAPR,INE976A01021,WEST COAST PAPER MILLS LTD,Owner,rev1_ai_judge,
YATHARTH,INE0JO301016,Yatharth Hospital & Trauma Care Services Limited,Owner,machine_inferred,
ZAGGLE,INE07K301024,Zaggle Prepaid Ocean Services Limited,Owner,machine_inferred,
ZEEL,INE256A01028,ZEE ENTERTAINMENT ENTERPRISE,Owner,rev1_ai_judge,
ZENSARTECH,INE520A01027,ZENSAR TECHNOLOGIES LTD,Owner,rev1_ai_judge,
ZENTEC,INE251B01027,ZEN TECHNOLOGIES LTD,Owner,rev1_ai_judge,
ZYDUSLIFE,INE010B01027,ZYDUS LIFESCIENCES LTD,Owner,rev1_ai_judge,
ZYDUSWELL,INE768C01028,Zydus Wellness Limited,Owner,machine_inferred,
,INE041025011,EMBASSY OFFICE PARKS REIT,Owner,rev1_ai_judge,
,INE0CCU25019,MINDSPACE BUSINESS PARKS REI,Owner,rev1_ai_judge,
,INE140A01024,PIRAMAL ENTERPRISES LTD,Owner,rev1_ai_judge,
,INE274G01010,DHANI SERVICES LTD,Owner,rev1_ai_judge,
,INE455F01025,JAIPRAKASH ASSOCIATES LTD,Owner,rev1_ai_judge,
,INE752P01024,FUTURE RETAIL LTD,Owner,rev1_ai_judge,
,INE778U01029,TCNS CLOTHING CO LTD,Owner,rev1_ai_judge,
,INE886H01027,TV18 BROADCAST LTD,Owner,rev1_ai_judge,
ADANIENSOL,INE931S01010,ADANI ENERGY SOLUTIONS LTD,Owner,rev1_ai_judge,
ADANIENT,INE423A01024,ADANI ENTERPRISES LTD,Owner,rev1_ai_judge,
ADANIGREEN,INE364U01010,ADANI GREEN ENERGY LTD,Owner,rev1_ai_judge,
ADANIPORTS,INE742F01042,ADANI PORTS AND SPECIAL ECON,Owner,rev1_ai_judge,
ADANIPOWER,INE814H01029,ADANI POWER LTD,Owner,rev1_ai_judge,
AMBUJACEM,INE079A01024,AMBUJA CEMENTS LTD,Owner,rev1_ai_judge,
ATGL,INE399L01023,ADANI TOTAL GAS LTD,Owner,rev1_ai_judge,
WELCORP,INE191B01025,WELSPUN CORP LTD,Owner,rev1_ai_judge,
WELENT,INE625G01013,Welspun Enterprises Limited,Owner,machine_inferred,
WELSPUNLIV,INE192B01031,WELSPUN LIVING LTD,Owner,rev1_ai_judge,
ALOKINDS,INE270A01029,ALOK INDUSTRIES LTD,Owner,rev1_ai_judge,
HATHWAY,INE982F01036,HATHWAY CABLE AND DATACOM,Owner,rev1_ai_judge,
JIOFIN,INE758E01017,JIO FINANCIAL SERVICES LTD,Owner,rev1_ai_judge,
RELIANCE,INE002A01018,RELIANCE INDUSTRIES LIMITED,Owner,rev1_ai_judge,
RELINFRA,INE036A01016,RELIANCE INFRASTRUCTURE LTD,Owner,rev1_ai_judge,
RPOWER,INE614G01033,RELIANCE POWER LTD,Owner,rev1_ai_judge,
BAJAJ-AUTO,INE917I01010,BAJAJ AUTO LTD,Owner,rev1_ai_judge,
BAJAJCON,INE933K01021,BAJAJ CONSUMER CARE LTD,Owner,rev1_ai_judge,
BAJAJELEC,INE193E01025,Bajaj Electricals Limited,Owner,machine_inferred,
BAJAJFINSV,INE918I01026,BAJAJ FINSERV LTD,Owner,rev1_ai_judge,
BAJAJHFL,INE377Y01014,Bajaj Housing Finance Limited,Owner,machine_inferred,
BAJAJHIND,INE306A01021,BAJAJ HINDUSTHAN SUGAR LTD,Owner,rev1_ai_judge,
BAJAJHLDNG,INE118A01012,BAJAJ HOLDINGS AND INVESTMEN,Owner,rev1_ai_judge,
BAJFINANCE,INE296A01032,BAJAJ FINANCE LTD,Owner,rev1_ai_judge,
EMIL,INE02YR01019,ELECTRONICS MART INDIA LTD,Owner,rev1_ai_judge,
MAHSCOOTER,INE288A01013,Maharashtra Scooters Limited,Owner,machine_inferred,
MEDANTA,INE474Q01031,GLOBAL HEALTH LTD/INDIA,Owner,rev1_ai_judge,
METROPOLIS,INE112L01020,METROPOLIS HEALTHCARE LTD,Owner,rev1_ai_judge,
NETWEB,INE0NT901020,Netweb Technologies India Limited,Owner,machine_inferred,
BANDHANBNK,INE545U01014,BANDHAN BANK LTD,Owner,rev1_ai_judge,
ABREL,INE055A01016,ADITYA BIRLA REAL ESTATE LTD,Owner,rev1_ai_judge,
ABSLAMC,INE404A01024,ADITYA BIRLA SUN LIFE AMC LT,Owner,rev1_ai_judge,
BSOFT,INE836A01035,BIRLASOFT LTD,Owner,rev1_ai_judge,
INDIACEM,INE383A01012,INDIA CEMENTS LTD,Owner,rev1_ai_judge,
ABCAPITAL,INE674K01013,ADITYA BIRLA CAPITAL LTD,Owner,rev1_ai_judge,
ABFRL,INE647O01011,ADITYA BIRLA FASHION AND RET,Owner,rev1_ai_judge,
ABLBL,INE14LE01019,Aditya Birla Lifestyle Brands Limited,Owner,machine_inferred,
GRASIM,INE047A01021,GRASIM INDUSTRIES LTD,Owner,rev1_ai_judge,
HINDALCO,INE038A01020,HINDALCO INDUSTRIES LTD,Owner,rev1_ai_judge,
ULTRACEMCO,INE481G01011,ULTRATECH CEMENT LTD,Owner,rev1_ai_judge,
AXISCADES,INE555B01013,AXISCADES Technologies Limited,Owner,machine_inferred,
CYIENTDLM,INE055S01018,CYIENT DLM LTD,Owner,rev1_ai_judge,
WAAREERTL,INE299N01021,Waaree Renewable Technologies Limited,Owner,machine_inferred,
JPPOWER,INE351F01018,JAIPRAKASH POWER VENTURES LT,Owner,rev1_ai_judge,
CESC,INE486A01021,CESC LTD,Owner,rev1_ai_judge,
FSL,INE684F01012,FIRSTSOURCE SOLUTIONS LTD,Owner,rev1_ai_judge,
PCBL,INE602A01031,PCBL CHEMICAL LTD,Owner,rev1_ai_judge,
SAREGAMA,INE979A01025,SAREGAMA INDIA LTD,Owner,rev1_ai_judge,
GLAND,INE068V01023,GLAND PHARMA LTD,Owner,rev1_ai_judge,
ROUTE,INE450U01017,ROUTE MOBILE LTD,Owner,rev1_ai_judge,
ASHOKLEY,INE208A01029,ASHOK LEYLAND LTD,Owner,rev1_ai_judge,
INDUSINDBK,INE095A01012,INDUSIND BANK LTD,Owner,rev1_ai_judge,
REFEX,INE056I01025,Refex Industries Limited,Owner,machine_inferred,
DEVYANI,INE872J01023,DEVYANI INTERNATIONAL LTD,Owner,rev1_ai_judge,
GALLANTT,INE297H01019,Gallantt Ispat Limited,Owner,machine_inferred,
JINDALSAW,INE324A01032,JINDAL SAW LTD,Owner,rev1_ai_judge,
JINDALSTEL,INE749A01030,JINDAL STEEL LTD,Owner,rev1_ai_judge,
JSL,INE220G01021,JINDAL STAINLESS LTD,Owner,rev1_ai_judge,
JSWCEMENT,INE718I01012,JSW Cement Limited,Owner,machine_inferred,
JSWENERGY,INE121E01018,JSW ENERGY LTD,Owner,rev1_ai_judge,
JSWINFRA,INE880J01026,JSW Infrastructure Limited,Owner,machine_inferred,
JSWSTEEL,INE019A01038,JSW STEEL LTD,Owner,rev1_ai_judge,
MAHSEAMLES,INE271B01025,MAHARASHTRA SEAMLESS LTD,Owner,rev1_ai_judge,
SHAREINDIA,INE932X01026,Share India Securities Limited,Owner,machine_inferred,
SIGNATURE,INE903U01023,Signatureglobal (India) Limited,Owner,machine_inferred,
VBL,INE200M01039,VARUN BEVERAGES LTD,Owner,rev1_ai_judge,
VIKRAMSOLR,INE078V01014,Vikram Solar Limited,Owner,machine_inferred,
ALIVUS,INE03Q201024,ALIVUS LIFE SCIENCES LTD,Owner,rev1_ai_judge,
NUVOCO,INE118D01016,NUVOCO VISTAS CORP LTD,Owner,rev1_ai_judge,
SPANDANA,INE572J01011,SPANDANA SPHOORTY FINANCIAL,Owner,rev1_ai_judge,
VMM,INE01EA01019,VISHAL MEGA MART LTD,Owner,rev1_ai_judge,
AWL,INE699H01024,AWL AGRI BUSINESS LTD,Owner,rev1_ai_judge,
FIEMIND,INE737H01014,Fiem Industries Limited,Owner,machine_inferred,
LODHA,INE670K01029,LODHA DEVELOPERS LTD,Owner,rev1_ai_judge,
ASAHIINDIA,INE439A01020,ASAHI INDIA GLASS LTD,Owner,rev1_ai_judge,
M&M,INE101A01026,MAHINDRA & MAHINDRA LTD,Owner,rev1_ai_judge,
M&MFIN,INE774D01024,MAHINDRA & MAHINDRA FIN SECS,Owner,rev1_ai_judge,
MAHLIFE,INE813A01018,MAHINDRA LIFESPACE DEVELOPER,Owner,rev1_ai_judge,
SMLMAH,INE294B01019,SML Mahindra Limited,Owner,machine_inferred,
TECHM,INE669C01036,TECH MAHINDRA LTD,Owner,rev1_ai_judge,
AEGISLOG,INE208C01025,AEGIS LOGISTICS LTD,Owner,rev1_ai_judge,
AEGISVOPAK,INE0INX01018,Aegis Vopak Terminals Limited,Owner,machine_inferred,
BHARTIARTL,INE397D01024,BHARTI AIRTEL LTD,Owner,rev1_ai_judge,
BHARTIHEXA,INE343G01021,Bharti Hexacom Limited,Owner,machine_inferred,
